time_s,x_m,y_m,z_m
0.0,-0.656,16.33,1.73
0.0006666666666666666,-0.6559349768594783,16.304613953988834,1.7294580206870442
0.0013333333333333333,-0.6558668975332878,16.279227907977667,1.728912452985322
0.002,-0.6557957620214285,16.253841861966503,1.7283632968948328
0.0026666666666666666,-0.6557215703239004,16.22845581595534,1.727810552415577
0.003333333333333333,-0.6556443224407037,16.203069769944175,1.727254219547554
0.004,-0.655564018371838,16.177683723933008,1.7266942982907645
0.004666666666666667,-0.6554806581173037,16.152297677921844,1.726130788645208
0.005333333333333334,-0.6553942416771006,16.12691163191068,1.725563690610885
0.006000000000000001,-0.6553047690512287,16.101525585899516,1.724993004187795
0.006666666666666668,-0.6552122402396879,16.07613953988835,1.7244187293759383
0.007333333333333335,-0.6551166552424785,16.050753493877185,1.7238408661753146
0.008000000000000002,-0.6550180140596004,16.02536744786602,1.7232594145859244
0.008666666666666668,-0.6549163166910534,15.999981401854855,1.7226743746077673
0.009333333333333334,-0.6548115631368375,15.974595355843691,1.7220857462408434
0.01,-0.6547037533969531,15.949209309832526,1.7214935294851526
0.010666666666666666,-0.6545928874713998,15.923823263821362,1.720897724340695
0.011333333333333332,-0.6544789653601778,15.898437217810196,1.7202983308074706
0.011999999999999999,-0.6543619870632869,15.873051171799032,1.7196953488854798
0.012666666666666665,-0.6542419525807273,15.847665125787866,1.7190887785747218
0.01333333333333333,-0.6541188619124989,15.822279079776703,1.7184786198751971
0.013999999999999997,-0.6539927150586018,15.796893033765537,1.7178648727869055
0.014666666666666663,-0.6538635120190358,15.771506987754373,1.7172475373098472
0.015333333333333329,-0.6537312527938012,15.746120941743207,1.7166266134440222
0.015999999999999997,-0.6535959373828977,15.720734895732043,1.7160021011894304
0.016666666666666663,-0.6534575657863255,15.695348849720878,1.7153740005460716
0.01733333333333333,-0.6533161380040844,15.669962803709714,1.7147423115139462
0.017999999999999995,-0.6531716540361747,15.644576757698548,1.7141070340930538
0.01866666666666666,-0.6530241138825962,15.619190711687384,1.713468168283395
0.019333333333333327,-0.6528735175433489,15.593804665676219,1.712825714084969
0.019999999999999993,-0.6527198650184327,15.568418619665055,1.7121796714977764
0.02066666666666666,-0.6525631563078479,15.543032573653889,1.7115300405218168
0.021333333333333326,-0.6524033914115943,15.517646527642725,1.7108768211570904
0.021999999999999992,-0.6522405703296719,15.49226048163156,1.7102200134035976
0.022666666666666658,-0.6520746930620808,15.466874435620396,1.7095596172613376
0.023333333333333324,-0.6519057596088208,15.44148838960923,1.708895632730311
0.02399999999999999,-0.6517337699698922,15.416102343598066,1.7082280598105175
0.024666666666666656,-0.6515587241452946,15.3907162975869,1.7075568985019574
0.025333333333333322,-0.6513806221350283,15.365330251575736,1.7068821488046304
0.02599999999999999,-0.6511994639390934,15.33994420556457,1.7062038107185367
0.026666666666666655,-0.6510152495574897,15.314558159553407,1.705521884243676
0.02733333333333332,-0.650827978990217,15.289172113542241,1.7048363693800486
0.027999999999999987,-0.6506376522372758,15.263786067531077,1.7041472661276542
0.028666666666666653,-0.6504442692986656,15.238400021519912,1.7034545744864935
0.02933333333333332,-0.6502478301743868,15.213013975508748,1.7027582944565656
0.029999999999999985,-0.6500483348644391,15.187627929497582,1.7020584260378708
0.03066666666666665,-0.6498457833688227,15.162241883486418,1.7013549692304095
0.03133333333333332,-0.6496401756875375,15.136855837475252,1.7006479240341812
0.03199999999999999,-0.6494315118205837,15.111469791464089,1.6999372904491865
0.032666666666666656,-0.6492197917679609,15.086083745452923,1.6992230684754246
0.033333333333333326,-0.6490050155296694,15.060697699441759,1.698505258112896
0.033999999999999996,-0.6487871831057092,15.035311653430593,1.6977838593616006
0.034666666666666665,-0.6485662944960802,15.00992560741943,1.6970588722215385
0.035333333333333335,-0.6483423497007823,14.984539561408264,1.6963302966927096
0.036000000000000004,-0.6481153487198157,14.959153515397098,1.6955981327751137
0.036666666666666674,-0.6478852915531804,14.933767469385934,1.6948623804687513
0.03733333333333334,-0.6476521782008762,14.908381423374768,1.6941230397736218
0.03800000000000001,-0.6474160086629034,14.882995377363605,1.6933801106897257
0.03866666666666668,-0.6471767829392617,14.857609331352439,1.6926335932170629
0.03933333333333335,-0.6469345010299513,14.832223285341275,1.6918834873556332
0.04000000000000002,-0.646689162934972,14.80683723933011,1.6911297931054365
0.04066666666666669,-0.6464407686543241,14.781451193318944,1.690372510466473
0.04133333333333336,-0.6461893181880074,14.75606514730778,1.689611639438743
0.04200000000000003,-0.645934811536022,14.730679101296614,1.6888471800222462
0.0426666666666667,-0.6456772486983676,14.70529305528545,1.6880791322169826
0.04333333333333337,-0.6454166296750445,14.679907009274284,1.687307496022952
0.04400000000000004,-0.6451529544660528,14.65452096326312,1.6865322714401547
0.04466666666666671,-0.6448862230713922,14.629134917251955,1.6857534584685905
0.04533333333333338,-0.6446164354910628,14.60374887124079,1.6849710571082595
0.04600000000000005,-0.6443435917250647,14.578362825229625,1.684185067359162
0.04666666666666672,-0.6440676917733978,14.55297677921846,1.6833954892212974
0.04733333333333339,-0.6437887356360622,14.527590733207296,1.6826023226946663
0.048000000000000057,-0.6435067233130577,14.50220468719613,1.681805567779268
0.048666666666666726,-0.6432216548043845,14.476818641184966,1.6810052244751033
0.049333333333333396,-0.6429335301100425,14.4514325951738,1.6802012927821717
0.050000000000000065,-0.6426423492300318,14.426046549162635,1.679393772700473
0.050666666666666735,-0.6423481121643522,14.400660503151471,1.678582664230008
0.051333333333333404,-0.642050818913004,14.375274457140305,1.6777679673707757
