time_s,x_m,y_m,z_m,horizontal_angle_deg,vertical_angle_deg,magnification,distance_m
0.0214714714714714,-0.36786014110544263,15.79455799494837,1.934902351055092,0.0039091248844146,0.0613294983325449,0.0022989683695265,15.92018423791444
0.0221221221221221,-0.36797366326310166,15.773518811280873,1.9348932443070932,0.0041271655042168,0.0630127727011433,0.0023020134965876,15.899124854937932
0.0227727727727727,-0.36808562552556723,15.752482702745066,1.934879986206886,0.0043513156704626,0.0646852775409108,0.0023050662543928,15.878068550198652
0.0234234234234234,-0.368196028359222,15.731449668533026,1.934862577375872,0.0045815979404603,0.0663469712886561,0.0023081266717249,15.857015322581024
0.024074074074074,-0.3683048722301878,15.7104197078373,1.9348410184351743,0.0048180349852543,0.0679978121720664,0.0023111947775111,15.835965170972251
0.0247247247247247,-0.3684121576043257,15.689392819850925,1.934815310005639,0.0050606495902112,0.0696377582083879,0.0023142706008245,15.814918094262344
0.0253753753753753,-0.3685178849472351,15.66836900376741,1.9347854527078332,0.0053094646557828,0.071266767203095,0.0023173541708844,15.793874091344106
0.026026026026026,-0.3686220547242545,15.647348258780754,1.9347514471620453,0.0055645031982693,0.0728847967485557,0.0023204455170574,15.772833161113176
0.0266766766766766,-0.36872466740046167,15.626330584085435,1.9347132939882865,0.0058257883505318,0.0744918042226774,0.0023235446688585,15.751795302468024
0.0273273273273273,-0.36882572344067305,15.605315978876416,1.9346709938062892,0.006093343362705,0.0760877467875485,0.0023266516559517,15.73076051430997
0.0279779779779779,-0.3689252233094439,15.584304442349133,1.934624547235508,0.0063671916029348,0.0776725813880714,0.0023297665081515,15.70972879554321
0.0286286286286286,-0.36902316747106867,15.563295973699509,1.9345739548951189,0.0066473565581926,0.0792462647505787,0.0023328892554231,15.688700145074804
0.0292792792792792,-0.36911955638958044,15.542290572123946,1.93451921740402,0.0069338618349114,0.0808087533814448,0.0023360199278839,15.66767456181472
0.0299299299299299,-0.3692143905287517,15.521288236819334,1.934460335380832,0.0072267311599021,0.0823600035656831,0.0023391585558045,15.646652044675818
0.0305805805805805,-0.36930767035209355,15.50028896698304,1.9343973094438955,0.007525988380989,0.083899971365534,0.0023423051696092,15.6256325925739
0.0312312312312312,-0.36939939632285573,15.479292761812909,1.9343301402112747,0.0078316574677991,0.0854286126190425,0.0023454597998773,15.60461620442769
0.0318818818818818,-0.3694895689040276,15.458299620507276,1.934258828300755,0.0081437625126015,0.086945882938624,0.0023486224773443,15.583602879158878
0.0325325325325325,-0.36957818855833696,15.43730954226495,1.934183374329843,0.0084623277310201,0.0884517377096198,0.0023517932329022,15.562592615692113
0.0331831831831831,-0.36966525574825054,15.416322526285224,1.9341037789157685,0.0087873774629238,0.0899461320888412,0.0023549720976015,15.54158541295502
0.0338338338338338,-0.3697507709359744,15.395338571767876,1.934020042675482,0.0091189361730629,0.0914290210031021,0.0023581591026511,15.52058126987824
0.0344844844844844,-0.3698347345834531,15.374357677913162,1.933932166225656,0.0094570284520105,0.0929003591477407,0.0023613542794201,15.499580185395416
0.0351351351351351,-0.3699171471523704,15.35337984392182,1.9338401501826856,0.0098016790169001,0.0943601009851289,0.0023645576594388,15.47858215844322
0.0357857857857857,-0.3699980091041488,15.332405068995069,1.9337439951626865,0.0101529127122912,0.0958082007431736,0.002367769274399,15.457587187961366
0.0364364364364364,-0.37007732089994994,15.311433352334609,1.9336437017814965,0.0105107545109067,0.0972446124137996,0.0023709891561561,15.436595272892635
0.037087087087087,-0.370155083000674,15.290464693142624,1.9335392706546768,0.010875229514524,0.0986692897514319,0.0023742173367293,15.415606412182877
0.0377377377377377,-0.37023129586696085,15.269499090621782,1.933430702397508,0.0112463629547886,0.1000821862714498,0.0023774538483029,15.39462060478104
0.0383883883883883,-0.37030595995918847,15.248536543975227,1.9333179976249943,0.0116241801940797,0.1014832552486471,0.0023806987232276,15.373637849639174
0.039039039039039,-0.3703790757374742,15.227577052406584,1.933201156951861,0.0120087067263241,0.1028724497156673,0.0023839519940213,15.35265814571245
0.0396896896896896,-0.3704506436616743,15.206620615119968,1.9330801809925555,0.0123999681777852,0.1042497224614334,0.0023872136933704,15.33168149195919
0.0403403403403403,-0.37052066419138385,15.185667231319965,1.9329550703612464,0.0127979903080809,0.1056150260295597,0.0023904838541307,15.310707887340865
0.0409909909909909,-0.37058913778593694,15.16471690021165,1.9328258256718256,0.0132027990109208,0.1069683127167605,0.0023937625093283,15.289737330822115
0.0416416416416416,-0.3706560649044065,15.143769621000576,1.9326924475379048,0.0136144203150231,0.1083095345712353,0.0023970496921613,15.26876982137078
0.0422922922922923,-0.37072144600560447,15.122825392892778,1.9325549365728187,0.0140328803849284,0.1096386433910492,0.0024003454360006,15.2478053579579
0.0429429429429429,-0.3707852815480819,15.101884215094776,1.932413293389624,0.0144582055220426,0.1109555907224972,0.0024036497743906,15.226843939557735
0.0435935935935936,-0.37084757199012824,15.080946086813569,1.932267518601099,0.0148904221653499,0.1122603278584576,0.0024069627410512,15.2058855651478
0.0442442442442442,-0.3709083177897724,15.060011007256632,1.9321176128197433,0.0153295568924305,0.1135528058367316,0.0024102843698782,15.184930233708847
0.0448948948948949,-0.3709675194047822,15.039078975631933,1.931963576657779,0.0157756364202998,0.1148329754383678,0.0024136146949447,15.16397794422492
0.0455455455455455,-0.37102517729266393,15.018149991147911,1.9318054107271496,0.0162286876063503,0.1161007871859782,0.0024169537505025,15.14302869568335
0.0461961961961962,-0.3710812919106634,14.997224053013497,1.9316431156395208,0.0166887374493185,0.1173561913420362,0.0024203015709828,15.122082487074776
0.0468468468468468,-0.3711358637157648,14.976301160438092,1.93147669200628,0.0171558130900987,0.1185991379071635,0.0024236581909978,15.101139317393164
0.0474974974974975,-0.3711888931646916,14.955381312631587,1.9313061404385357,0.017629941812812,0.1198295766184047,0.0024270236453416,15.080199185635834
0.0481481481481481,-0.37124038071390625,14.934464508804352,1.9311314615471191,0.0181111510455953,0.1210474569474844,0.0024303979689915,15.05926209080346
0.0487987987987988,-0.37129032681961,14.913550748167236,1.930952655942584,0.0185994683617202,0.122252728099056,0.0024337811971092,15.038328031900102
0.0494494494494494,-0.3713387319377428,14.892640029931576,1.9307697242352035,0.0190949214804332,0.1234453390089293,0.0024371733650422,15.017397007933225
0.0501001001001001,-0.371385596669739,14.871732353077968,1.9305826671922184,0.0195975377192641,0.1246252389645462,0.0024405745083628,14.996469017678445
0.0507507507507507,-0.3714309218633812,14.85082771619653,1.930391485845959,0.0201073436108835,0.1257923780361837,0.0024439846628971,14.975544059517023
0.0514014014014014,-0.3714747079880509,14.829926118478,1.9301961808198584,0.0206243672562806,0.1269467044079042,0.0024474038645614,14.954622132444287
0.052052052052052,-0.3715169554904649,14.809027559149138,1.9299967527129027,0.0211486369906611,0.1280881658920286,0.0024508321494568,14.933703235495203
0.0527027027027027,-0.3715576648171397,14.78813203743708,1.929793202123884,0.0216801813000648,0.1292167100231308,0.0024542695538764,14.912787367708123
0.0533533533533533,-0.37159683641439156,14.76723955256934,1.9295855296514,0.0222190288223844,0.1303322840561884,0.0024577161143063,14.8918745281248
0.054004004004004,-0.3716344707283365,14.746350103773809,1.929373735893855,0.0227652083482552,0.1314348349647163,0.0024611718674268,14.87096471579042
0.0546546546546546,-0.37167056820489036,14.725463690278756,1.9291578214494576,0.023318748822226,0.1325243094388775,0.0024646368501141,14.850057929753618
0.0553053053053053,-0.3717051292897687,14.704580311312828,1.9289377869162243,0.0238796793437259,0.133600653883593,0.0024681110994413,14.82915416906648
0.0559559559559559,-0.371738154428487,14.68369996610505,1.928713632891977,0.0244480291680059,0.1346638144166236,0.0024715946526799,14.808253432784593
0.0566066066066066,-0.3717696440663603,14.662822653884822,1.928485359974342,0.0250238277073852,0.1357137368666394,0.0024750875473009,14.787355719967035
0.0572572572572572,-0.37179959864850354,14.641948373881924,1.928252968760754,0.0256071045321169,0.1367503667712825,0.0024785898209763,14.76646102967642
0.0579079079079079,-0.37182801861983156,14.621077125326511,1.9280164598484515,0.0261978893715579,0.1377736493752004,0.0024821015115804,14.74556936097891
0.0585585585585585,-0.3718549044250589,14.600208907449124,1.9277758338344808,0.0267962121151618,0.138783529628073,0.0024856226571911,14.72468071294422
0.0592092092092092,-0.37188025650869966,14.579343719480669,1.927531091315692,0.0274021028136489,0.1397799521826221,0.0024891532960915,14.703795084645664
0.0598598598598598,-0.3719040753150679,14.558481560652435,1.9272822328887436,0.0280155916799986,0.1407628613926006,0.0024926934667708,14.68291247516016
0.0605105105105105,-0.37192636128827783,14.537622430196096,1.9270292591500977,0.0286367090906199,0.1417322013107701,0.0024962432079263,14.662032883568257
0.0611611611611611,-0.37194711487224263,14.51676632734369,1.9267721706960244,0.029265485586395,0.1426879156868638,0.0024998025584643,14.641156308954145
0.0618118118118118,-0.37196633651067607,14.495913251327645,1.926510968122598,0.0299019518738744,0.1436299479655205,0.0025033715575018,14.620282750405702
0.0624624624624624,-0.37198402664709096,14.475063201380753,1.9262456520257,0.0305461388262953,0.1445582412842196,0.0025069502443677,14.599412207014485
0.0631131131131131,-0.37200018572480065,14.4542161767362,1.925976223001017,0.0311980774847772,0.1454727384711864,0.0025105386586044,14.578544677875772
0.0637637637637637,-0.37201481418691773,14.433372176627538,1.925702681644042,0.0318577990594673,0.1463733820432847,0.0025141368399694,14.557680162088584
0.0644144144144144,-0.3720279124763547,14.4125312002887,1.9254250285500745,0.0325253349307102,0.1472601142038915,0.0025177448284364,14.536818658755683
0.065065065065065,-0.372039481035824,14.391693246953997,1.925143264314218,0.0332007166500919,0.1481328768407548,0.0025213626641967,14.515960166983634
0.0657157157157157,-0.37204952030783767,14.370858315858117,1.924857389531384,0.0338839759417625,0.148991611523835,0.0025249903876614,14.495104685882794
0.0663663663663663,-0.37205803073470745,14.350026406236122,1.9245674047962895,0.0345751447035302,0.1498362595031258,0.002528628039462,14.474252214567342
0.067017017017017,-0.3720650127585451,14.32919751732346,1.9242733107034564,0.0352742550080068,0.1506667617064563,0.0025322756604524,14.453402752155316
0.0676676676676676,-0.37207046682126227,14.30837164835595,1.9239751078472136,0.0359813391039301,0.1514830587372834,0.0025359332917106,14.432556297768624
0.0683183183183183,-0.37207439336456977,14.287548798569787,1.923672796821696,0.0366964294172843,0.1522850908724554,0.0025396009745396,14.411712850533068
0.0689689689689689,-0.37207679282997913,14.266728967201557,1.923366378220843,0.037419558552546,0.1530727980599605,0.0025432787504696,14.390872409578366
0.0696196196196196,-0.37207766565880074,14.245912153488202,1.9230558526384016,0.0381507592938551,0.1538461199166621,0.0025469666612589,14.370034974038182
0.0702702702702702,-0.3720770122921451,14.22509835666706,1.9227412206679244,0.0388900646064141,0.1546049957260105,0.0025506647488961,14.349200543050152
0.0709209209209209,-0.372074833170923,14.204287575975838,1.9224224829027692,0.0396375076374804,0.1553493644357315,0.0025543730556015,14.32836911575589
0.0715715715715715,-0.37207112873584425,14.183479810652624,1.9220996399361003,0.0403931217178932,0.1560791646555066,0.0025580916238283,14.30754069130104
0.0722222222222222,-0.37206589942741886,14.16267505993588,1.921772692360888,0.0411569403631671,0.1567943346546259,0.0025618204962646,14.286715268835264
0.0728728728728728,-0.3720591456859564,14.141873323064443,1.9214416407699084,0.0419289972748158,0.1574948123596223,0.0025655597158352,14.265892847512308
0.0735235235235235,-0.3720508679515662,14.12107459927754,1.9211064857557432,0.042709326341675,0.1581805353518876,0.0025693093257026,14.245073426489991
0.0741741741741741,-0.37204106666415837,14.100278887814769,1.9207672279107808,0.0434979616411997,0.1588514408652689,0.0025730693692692,14.224257004930262
0.0748248248248248,-0.3720297422634407,14.079486187916093,1.920423867827215,0.0442949374406861,0.1595074657836475,0.0025768398901788,14.203443581999194
0.0754754754754754,-0.372016895188923,14.058696498821874,1.9200764060970457,0.0451002881987471,0.1601485466384875,0.0025806209323181,14.182633156867029
0.0761261261261261,-0.3720025258799132,14.037909819772835,1.9197248433120784,0.0459140485665337,0.1607746196063776,0.0025844125398186,14.161825728708198
0.0767767767767767,-0.3719866347755203,14.01712615001009,1.9193691800639248,0.0467362533890832,0.1613856205065408,0.0025882147570584,14.141021296701354
0.0774274274274274,-0.371969222314652,13.99634548877512,1.9190094169440028,0.0475669377067449,0.1619814847983309,0.0025920276286635,14.120219860029382
0.078078078078078,-0.3719502889360164,13.975567835309786,1.9186455545435364,0.0484061367565277,0.162562147578705,0.00259585119951,14.099421417879435
0.0787287287287287,-0.37192983507812116,13.954793188856328,1.9182775934535548,0.049253885973373,0.1631275435796719,0.0025996855147255,14.078625969442978
0.0793793793793793,-0.37190786117927394,13.934021548657366,1.9179055342648936,0.0501102209917576,0.163677607165724,0.0026035306196911,14.057833513915774
0.08003003003003,-0.3718843676775818,13.913252913955894,1.917529377568194,0.0509751776468637,0.1642122723312453,0.002607386560043,14.037044050497949
0.0806806806806806,-0.37185935501095213,13.892487283995283,1.9171491239539036,0.0518487919761316,0.1647314726978973,0.0026112533816743,14.016257578393995
0.0813313313313313,-0.3718328236170915,13.871724658019286,1.9167647740122755,0.0527311002207097,0.1652351415119806,0.0026151311307371,13.99547409681282
0.0819819819819819,-0.3718047739335066,13.850965035272027,1.91637632833337,0.053622138826803,0.1657232116417827,0.0026190198536438,13.974693604967747
0.0826326326326326,-0.37177520639750383,13.830208414998015,1.915983787507051,0.0545219444471237,0.1661956155748876,0.0026229195970694,13.953916102076567
0.0832832832832832,-0.3717441214461895,13.80945479644213,1.91558715212299,0.0554305539424685,0.1666522854154819,0.0026268304079532,13.933141587361565
